Date,Category,Amount,Description
2023-07-13,Shopping,4236.33,Shopping expense
2024-03-08,Healthcare,5044.36,Healthcare expense
2024-02-06,Rent,9103.81,Rent expense
2023-06-23,Dining,7186.76,Dining expense
2023-10-17,Shopping,5841.6,Shopping expense
2024-05-13,Transport,7988.16,Transport expense
2024-02-24,Shopping,8650.44,Shopping expense
2024-01-13,Entertainment,4596.04,Entertainment expense
2024-05-14,Transport,4777.33,Transport expense
2024-04-25,Miscellaneous,3891.21,Miscellaneous expense
2024-05-28,Subscriptions,9668.73,Subscriptions expense
2023-11-07,Entertainment,6986.8,Entertainment expense
2024-01-01,Utilities,878.07,Utilities expense
2024-03-06,Education,8636.45,Education expense
2024-02-02,Transport,4831.57,Transport expense
2024-02-13,Education,734.1,Education expense
2023-10-04,Travel,5519.69,Travel expense
2024-01-12,Healthcare,4200.78,Healthcare expense
2023-06-22,Transport,8783.61,Transport expense
2023-08-27,Travel,2079.75,Travel expense
2023-10-29,Shopping,8273.32,Shopping expense
2024-03-24,Rent,5599.0,Rent expense
2023-12-30,Rent,593.37,Rent expense
2023-09-28,Healthcare,9719.86,Healthcare expense
2024-02-08,Subscriptions,5150.52,Subscriptions expense
2023-12-25,Transport,2944.22,Transport expense
2023-07-16,Subscriptions,4720.6,Subscriptions expense
2023-10-29,Subscriptions,8585.68,Subscriptions expense
2023-07-06,Utilities,3083.79,Utilities expense
2024-03-03,Subscriptions,1967.13,Subscriptions expense
2024-01-19,Shopping,1334.26,Shopping expense
2023-08-13,Transport,3013.7,Transport expense
2024-02-18,Education,7811.48,Education expense
2023-08-31,Utilities,4742.68,Utilities expense
2024-03-14,Entertainment,2313.44,Entertainment expense
2023-12-18,Entertainment,1703.54,Entertainment expense
2023-12-21,Subscriptions,3360.66,Subscriptions expense
2024-01-16,Dining,9402.25,Dining expense
2023-07-09,Utilities,3463.12,Utilities expense
2023-06-23,Transport,9881.83,Transport expense
2023-07-20,Transport,4878.04,Transport expense
2023-12-22,Dining,1832.68,Dining expense
2023-07-22,Subscriptions,8916.84,Subscriptions expense
2023-07-20,Miscellaneous,4630.54,Miscellaneous expense
2024-05-17,Transport,7111.23,Transport expense
2023-06-24,Transport,9837.93,Transport expense
2024-05-31,Subscriptions,549.24,Subscriptions expense
2024-02-22,Dining,1012.11,Dining expense
2024-05-20,Rent,7218.54,Rent expense
2024-04-20,Subscriptions,2854.16,Subscriptions expense
2023-11-05,Utilities,1883.8,Utilities expense
2023-10-02,Travel,441.65,Travel expense
2024-04-03,Rent,267.37,Rent expense
2023-06-01,Rent,7756.13,Rent expense
2024-01-15,Shopping,1387.61,Shopping expense
2024-03-27,Rent,4703.82,Rent expense
2024-05-28,Entertainment,6078.67,Entertainment expense
2024-04-25,Education,4312.1,Education expense
2023-12-29,Rent,319.71,Rent expense
2023-11-05,Transport,7845.84,Transport expense
2023-10-12,Education,154.61,Education expense
2024-05-20,Utilities,7630.8,Utilities expense
2024-02-03,Rent,8938.38,Rent expense
2023-09-15,Education,4356.76,Education expense
2023-08-15,Groceries,5378.65,Groceries expense
2024-04-09,Education,4795.98,Education expense
2023-08-17,Entertainment,3922.63,Entertainment expense
2024-02-17,Miscellaneous,8879.87,Miscellaneous expense
2024-03-31,Miscellaneous,8944.64,Miscellaneous expense
2024-03-28,Rent,3391.37,Rent expense
2024-03-12,Travel,6169.94,Travel expense
2024-05-24,Transport,9272.73,Transport expense
2023-10-11,Rent,9622.48,Rent expense
2023-07-04,Groceries,5114.14,Groceries expense
2024-03-11,Miscellaneous,4555.61,Miscellaneous expense
2024-05-08,Transport,2823.01,Transport expense
2023-08-25,Utilities,9590.78,Utilities expense
2024-03-09,Dining,1471.0,Dining expense
2023-12-22,Shopping,5819.3,Shopping expense
2024-04-15,Healthcare,2861.38,Healthcare expense
2024-01-28,Education,2826.13,Education expense
2024-04-22,Transport,4079.44,Transport expense
2024-02-25,Shopping,9987.99,Shopping expense
2023-10-26,Miscellaneous,596.91,Miscellaneous expense
2024-03-24,Miscellaneous,5806.49,Miscellaneous expense
2024-01-04,Utilities,871.59,Utilities expense
2023-07-08,Education,1587.48,Education expense
2024-02-09,Dining,4423.65,Dining expense
2024-04-25,Utilities,5129.08,Utilities expense
2023-10-07,Rent,2624.98,Rent expense
2023-12-15,Entertainment,3198.75,Entertainment expense
2024-04-27,Education,915.32,Education expense
2024-02-08,Entertainment,3067.04,Entertainment expense
2024-05-07,Shopping,9667.26,Shopping expense
2023-12-01,Subscriptions,9449.84,Subscriptions expense
2023-12-10,Groceries,3382.04,Groceries expense
2024-04-18,Transport,5730.0,Transport expense
2024-01-27,Transport,9100.47,Transport expense
2023-11-11,Miscellaneous,111.53,Miscellaneous expense
2024-02-14,Groceries,8116.3,Groceries expense
2024-01-25,Dining,9486.28,Dining expense
2024-02-08,Utilities,958.69,Utilities expense
2023-10-12,Subscriptions,1656.4,Subscriptions expense
2024-01-15,Entertainment,9609.43,Entertainment expense
2023-12-06,Entertainment,5398.52,Entertainment expense
2023-08-26,Education,191.26,Education expense
2023-09-24,Subscriptions,2613.44,Subscriptions expense
2023-10-22,Utilities,4526.94,Utilities expense
2023-11-23,Miscellaneous,6944.44,Miscellaneous expense
2024-04-25,Transport,7344.95,Transport expense
2023-08-18,Miscellaneous,9954.44,Miscellaneous expense
2024-03-13,Shopping,2910.74,Shopping expense
2023-12-29,Education,5405.29,Education expense
2023-10-01,Utilities,5356.57,Utilities expense
2024-03-17,Utilities,4086.17,Utilities expense
2024-01-07,Education,1733.16,Education expense
2023-12-22,Shopping,9775.69,Shopping expense
2024-02-04,Healthcare,8540.51,Healthcare expense
2024-01-13,Utilities,5008.41,Utilities expense
2024-02-14,Subscriptions,6052.29,Subscriptions expense
2023-10-24,Miscellaneous,2311.25,Miscellaneous expense
2024-05-24,Miscellaneous,5460.68,Miscellaneous expense
2024-02-29,Shopping,6964.95,Shopping expense
2024-03-16,Rent,5175.91,Rent expense
2024-05-06,Rent,9903.34,Rent expense
2024-01-28,Entertainment,6132.85,Entertainment expense
2023-12-18,Travel,3741.19,Travel expense
2023-12-27,Subscriptions,7732.91,Subscriptions expense
2023-11-04,Miscellaneous,1746.1,Miscellaneous expense
2023-08-18,Education,3875.93,Education expense
2024-05-09,Rent,3502.24,Rent expense
2023-08-05,Miscellaneous,4346.48,Miscellaneous expense
2024-04-22,Utilities,7828.71,Utilities expense
2023-08-27,Travel,4867.52,Travel expense
2023-09-12,Miscellaneous,7950.44,Miscellaneous expense
2024-05-10,Travel,5786.06,Travel expense
2024-03-06,Travel,3453.59,Travel expense
2023-08-03,Dining,8109.29,Dining expense
2023-07-09,Dining,2420.98,Dining expense
2024-01-26,Education,2282.61,Education expense
2023-09-02,Shopping,5069.8,Shopping expense
2023-06-17,Healthcare,2645.45,Healthcare expense
2024-03-05,Subscriptions,140.42,Subscriptions expense
2023-10-29,Subscriptions,6500.56,Subscriptions expense
2024-04-07,Entertainment,5135.38,Entertainment expense
2023-09-04,Miscellaneous,4482.9,Miscellaneous expense
2024-03-25,Dining,9671.34,Dining expense
2023-11-25,Healthcare,5733.43,Healthcare expense
2024-04-29,Utilities,8641.14,Utilities expense
2023-12-01,Entertainment,1437.53,Entertainment expense
2024-01-01,Subscriptions,5713.6,Subscriptions expense
2024-02-09,Rent,8686.4,Rent expense
2023-09-15,Dining,5851.9,Dining expense
2024-05-23,Rent,7194.24,Rent expense
2024-01-08,Education,3751.83,Education expense
2024-03-01,Entertainment,969.87,Entertainment expense
2024-02-21,Utilities,4606.11,Utilities expense
2023-08-05,Transport,3975.07,Transport expense
2024-02-14,Travel,8677.25,Travel expense
2023-07-04,Dining,2477.75,Dining expense
2024-05-04,Transport,9669.01,Transport expense
2023-08-12,Miscellaneous,9583.47,Miscellaneous expense
2024-03-18,Transport,2513.93,Transport expense
2023-12-07,Education,3513.12,Education expense
2024-03-31,Subscriptions,8960.78,Subscriptions expense
2023-10-30,Shopping,9667.89,Shopping expense
2023-10-23,Shopping,4462.22,Shopping expense
2023-10-19,Healthcare,3243.92,Healthcare expense
2024-02-15,Rent,5284.64,Rent expense
2023-11-02,Miscellaneous,6893.3,Miscellaneous expense
2023-06-20,Rent,2771.07,Rent expense
2023-10-13,Shopping,7377.91,Shopping expense
2024-01-22,Groceries,563.99,Groceries expense
2024-02-13,Entertainment,540.48,Entertainment expense
2024-04-15,Travel,3893.56,Travel expense
2023-10-24,Entertainment,3567.06,Entertainment expense
2024-03-19,Shopping,3190.55,Shopping expense
2023-08-26,Miscellaneous,4935.65,Miscellaneous expense
2024-03-08,Entertainment,3241.3,Entertainment expense
2023-09-28,Groceries,1962.97,Groceries expense
2023-11-15,Utilities,3129.22,Utilities expense
2024-04-02,Education,9750.3,Education expense
2023-11-30,Miscellaneous,4140.58,Miscellaneous expense
2023-06-27,Miscellaneous,4474.89,Miscellaneous expense
2023-10-03,Healthcare,5786.62,Healthcare expense
2024-01-31,Rent,9834.24,Rent expense
2023-12-11,Transport,2453.93,Transport expense
2023-07-30,Groceries,6828.76,Groceries expense
2024-02-11,Miscellaneous,7174.05,Miscellaneous expense
2023-08-06,Dining,6092.88,Dining expense
2023-06-29,Education,931.35,Education expense
2023-09-06,Subscriptions,6784.88,Subscriptions expense
2023-09-10,Dining,687.74,Dining expense
2023-07-31,Entertainment,5981.62,Entertainment expense
2023-11-27,Groceries,7408.83,Groceries expense
2023-06-19,Healthcare,2149.15,Healthcare expense
2024-04-01,Education,8424.14,Education expense
2024-01-14,Subscriptions,352.02,Subscriptions expense
2023-07-28,Utilities,8445.94,Utilities expense
2024-04-06,Travel,4630.27,Travel expense
2023-10-30,Shopping,2215.0,Shopping expense
2023-07-18,Dining,1381.09,Dining expense
2024-05-14,Dining,9535.41,Dining expense
2024-01-08,Transport,773.02,Transport expense
2023-09-14,Dining,2030.98,Dining expense
2024-02-09,Rent,3510.83,Rent expense
2023-06-14,Dining,6221.34,Dining expense
2024-05-18,Education,5470.77,Education expense
2023-08-04,Subscriptions,1300.15,Subscriptions expense
2023-09-13,Transport,2932.79,Transport expense
2023-09-06,Subscriptions,2425.58,Subscriptions expense
2024-05-05,Travel,2174.75,Travel expense
2024-04-24,Groceries,4140.89,Groceries expense
2024-01-16,Dining,7055.11,Dining expense
2024-05-06,Entertainment,2213.66,Entertainment expense
2023-06-27,Utilities,3698.45,Utilities expense
2023-08-27,Education,3939.63,Education expense
2024-01-07,Groceries,9765.74,Groceries expense
2024-05-24,Shopping,9548.93,Shopping expense
2023-10-15,Healthcare,8011.37,Healthcare expense
2024-03-07,Shopping,2454.51,Shopping expense
2024-02-04,Entertainment,726.97,Entertainment expense
2023-06-06,Subscriptions,3203.2,Subscriptions expense
2024-03-26,Utilities,2704.61,Utilities expense
2023-08-30,Dining,5083.96,Dining expense
2024-04-19,Education,7788.39,Education expense
2024-02-07,Entertainment,8590.31,Entertainment expense
2023-06-19,Subscriptions,8456.4,Subscriptions expense
2023-08-02,Rent,3628.77,Rent expense
2024-05-16,Travel,6887.98,Travel expense
2023-07-23,Education,3162.7,Education expense
2023-09-13,Entertainment,656.01,Entertainment expense
2023-11-26,Healthcare,7030.57,Healthcare expense
2024-04-29,Education,147.78,Education expense
2024-03-03,Entertainment,4121.37,Entertainment expense
2023-08-12,Healthcare,3327.32,Healthcare expense
2023-07-21,Rent,6949.11,Rent expense
2023-11-23,Travel,7674.14,Travel expense
2023-08-23,Rent,3075.74,Rent expense
2023-06-22,Transport,8125.69,Transport expense
2024-02-04,Utilities,2974.47,Utilities expense
2023-11-17,Utilities,4490.95,Utilities expense
2024-03-23,Healthcare,7283.83,Healthcare expense
2023-10-03,Entertainment,6944.56,Entertainment expense
2023-12-13,Dining,9874.32,Dining expense
2024-05-18,Subscriptions,2290.35,Subscriptions expense
2024-03-13,Subscriptions,6640.06,Subscriptions expense
2023-10-13,Travel,6116.33,Travel expense
2023-08-01,Rent,9155.23,Rent expense
2024-03-27,Groceries,1605.8,Groceries expense
2023-07-31,Shopping,7530.39,Shopping expense
2024-05-10,Education,5704.27,Education expense
2023-09-01,Subscriptions,2782.93,Subscriptions expense
2024-02-11,Miscellaneous,4770.63,Miscellaneous expense
2023-08-21,Utilities,3371.08,Utilities expense
2024-01-15,Dining,5814.17,Dining expense
2024-05-21,Entertainment,8895.56,Entertainment expense
2023-08-27,Subscriptions,5714.58,Subscriptions expense
2024-04-23,Subscriptions,6335.64,Subscriptions expense
2024-03-18,Entertainment,5211.54,Entertainment expense
2023-07-06,Education,559.1,Education expense
2023-08-14,Travel,2366.94,Travel expense
2023-09-06,Miscellaneous,4945.42,Miscellaneous expense
2024-02-24,Entertainment,3136.84,Entertainment expense
2024-03-18,Entertainment,1858.55,Entertainment expense
2023-10-05,Utilities,5066.12,Utilities expense
2024-03-02,Subscriptions,3261.96,Subscriptions expense
2024-04-23,Subscriptions,2618.17,Subscriptions expense
2024-02-15,Rent,4666.65,Rent expense
2024-05-03,Subscriptions,1376.18,Subscriptions expense
2023-07-10,Subscriptions,9281.07,Subscriptions expense
2024-03-06,Healthcare,8683.64,Healthcare expense
2023-07-17,Shopping,7090.82,Shopping expense
2023-10-01,Groceries,1106.83,Groceries expense
2024-04-29,Travel,7769.98,Travel expense
2024-05-26,Transport,8089.18,Transport expense
2024-04-04,Groceries,7689.26,Groceries expense
2024-05-31,Education,1183.96,Education expense
2023-09-02,Miscellaneous,6456.88,Miscellaneous expense
2023-09-30,Miscellaneous,8351.53,Miscellaneous expense
2023-09-30,Miscellaneous,5794.67,Miscellaneous expense
2023-08-01,Shopping,6481.75,Shopping expense
2024-04-18,Healthcare,4610.72,Healthcare expense
2023-11-28,Dining,5310.64,Dining expense
2023-12-15,Dining,392.05,Dining expense
2023-08-10,Shopping,6407.68,Shopping expense
2024-02-02,Subscriptions,860.4,Subscriptions expense
2024-02-02,Education,4378.4,Education expense
2023-09-15,Subscriptions,2961.92,Subscriptions expense
2023-12-16,Entertainment,5477.01,Entertainment expense
2023-12-06,Education,1377.49,Education expense
2023-09-16,Rent,6931.85,Rent expense
2024-05-14,Shopping,7960.36,Shopping expense
2023-06-07,Entertainment,1675.38,Entertainment expense
2024-03-22,Healthcare,1087.92,Healthcare expense
2023-06-19,Groceries,1497.88,Groceries expense
2023-11-19,Miscellaneous,8777.42,Miscellaneous expense
2023-08-10,Rent,5305.48,Rent expense
2023-09-20,Miscellaneous,4699.25,Miscellaneous expense
2024-04-02,Education,1111.78,Education expense
2023-07-02,Healthcare,6513.08,Healthcare expense
2024-04-25,Healthcare,8686.6,Healthcare expense
2024-01-31,Transport,8290.45,Transport expense
2024-05-21,Transport,6279.24,Transport expense
2023-11-28,Entertainment,799.02,Entertainment expense
2024-04-10,Groceries,1168.35,Groceries expense
2024-05-02,Transport,540.62,Transport expense
2023-11-07,Transport,2611.92,Transport expense
2024-02-17,Utilities,1399.83,Utilities expense
2023-11-16,Healthcare,2637.48,Healthcare expense
2023-11-15,Miscellaneous,3881.33,Miscellaneous expense
2024-03-07,Dining,9432.68,Dining expense
2023-08-26,Education,6123.24,Education expense
2023-11-17,Transport,8357.99,Transport expense
2023-11-24,Dining,7118.0,Dining expense
2023-10-20,Travel,1169.41,Travel expense
2024-04-05,Healthcare,7372.41,Healthcare expense
2024-02-27,Utilities,2787.23,Utilities expense
2024-03-06,Groceries,6409.12,Groceries expense
2024-03-11,Subscriptions,3442.57,Subscriptions expense
2024-02-02,Groceries,9976.84,Groceries expense
2023-11-25,Entertainment,2672.34,Entertainment expense
2024-04-12,Subscriptions,2827.35,Subscriptions expense
2024-01-18,Miscellaneous,9310.19,Miscellaneous expense
2024-03-02,Travel,295.21,Travel expense
2024-03-05,Rent,6982.06,Rent expense
2023-09-07,Shopping,7267.0,Shopping expense
2024-04-27,Education,8371.97,Education expense
2023-11-10,Education,9745.67,Education expense
2024-04-01,Subscriptions,9757.24,Subscriptions expense
2023-12-19,Rent,699.5,Rent expense
2023-09-22,Shopping,8227.3,Shopping expense
2023-06-27,Dining,6480.78,Dining expense
2023-11-19,Subscriptions,6491.05,Subscriptions expense
2024-03-25,Rent,1327.08,Rent expense
2024-04-15,Miscellaneous,6519.36,Miscellaneous expense
2023-06-21,Travel,9825.7,Travel expense
2023-11-04,Healthcare,9122.59,Healthcare expense
2023-12-25,Transport,4419.35,Transport expense
2023-12-02,Groceries,447.48,Groceries expense
2023-10-17,Shopping,3654.82,Shopping expense
2023-06-17,Miscellaneous,8272.58,Miscellaneous expense
2023-06-01,Healthcare,7029.92,Healthcare expense
2023-12-27,Shopping,4620.47,Shopping expense
2023-09-03,Rent,598.26,Rent expense
2023-12-17,Miscellaneous,4297.6,Miscellaneous expense
2024-02-05,Healthcare,4716.8,Healthcare expense
2024-05-03,Rent,9289.13,Rent expense
2024-05-01,Groceries,6428.81,Groceries expense
2023-10-06,Utilities,3150.95,Utilities expense
2023-07-29,Entertainment,5276.92,Entertainment expense
2024-02-15,Subscriptions,707.25,Subscriptions expense
2023-12-08,Transport,9727.05,Transport expense
2024-02-16,Healthcare,3632.6,Healthcare expense
2024-03-29,Travel,4804.78,Travel expense
2023-07-05,Subscriptions,3585.08,Subscriptions expense
2024-03-06,Travel,6840.99,Travel expense
2023-12-15,Groceries,6639.21,Groceries expense
2023-09-20,Transport,7167.46,Transport expense
2023-11-12,Groceries,2718.03,Groceries expense
2023-08-06,Subscriptions,3190.9,Subscriptions expense
2024-03-02,Miscellaneous,1296.25,Miscellaneous expense
2023-08-31,Transport,6572.32,Transport expense
2023-07-16,Entertainment,445.98,Entertainment expense
2023-12-13,Groceries,5996.94,Groceries expense
2023-09-17,Travel,8703.47,Travel expense
2023-07-25,Shopping,8913.78,Shopping expense
2024-04-09,Transport,4517.93,Transport expense
2024-05-21,Subscriptions,4620.07,Subscriptions expense
2024-05-03,Transport,815.84,Transport expense
2023-09-20,Rent,6724.11,Rent expense
2024-01-16,Rent,8221.53,Rent expense
2023-10-02,Travel,2484.32,Travel expense
2024-02-16,Shopping,4241.94,Shopping expense
2023-12-27,Healthcare,8396.45,Healthcare expense
2024-03-16,Travel,8777.35,Travel expense
